input,language,dialect,originregion
कहाँ जा रहे हो?,Hindi,Bhojpuri,"Bihar, India"
आज मौसम बहुत अच्छा है।,Hindi,Bhojpuri,"Bihar, India"
आप क्या कर रहे हैं?,Hindi,Bhojpuri,"Bihar, India"
यह कितना है?,Hindi,Bhojpuri,"Bihar, India"
मेरे पास समय नहीं है।,Hindi,Bhojpuri,"Bihar, India"
ध्यान से सुनो।,Hindi,Bhojpuri,"Bihar, India"
क्या तुम्हें याद है?,Hindi,Bhojpuri,"Bihar, India"
मैं ठीक हूँ।,Hindi,Bhojpuri,"Bihar, India"
बहुत धन्यवाद।,Hindi,Bhojpuri,"Bihar, India"
अच्छा लगा।,Hindi,Bhojpuri,"Bihar, India"
कृपया ध्यान दें।,Hindi,Bhojpuri,"Bihar, India"
यहाँ कौन है?,Hindi,Bhojpuri,"Bihar, India"
तू कैसा है,Hindi,Haryanvi,"Haryana, India"
हम घर जा रहे हैं।,Hindi,Haryanvi,"Haryana, India"
खाना बन रहा है।,Hindi,Haryanvi,"Haryana, India"
कृपया मुझे माफ़ करो।,Hindi,Haryanvi,"Haryana, India"
वहां क्या हो रहा है?,Hindi,Haryanvi,"Haryana, India"
मुझे भूख लगी है।,Hindi,Haryanvi,"Haryana, India"
तू का नाम क्या है?,Hindi,Haryanvi,"Haryana, India"
हम यहां से जा रहे हैं।,Hindi,Haryanvi,"Haryana, India"
कहाँ जा रहे हो?,Hindi,Haryanvi,"Haryana, India"
आज मौसम बहुत अच्छा है।,Hindi,Haryanvi,"Haryana, India"
तू क्या कर रहा है?,Hindi,Haryanvi,"Haryana, India"
यह कितना है?,Hindi,Haryanvi,"Haryana, India"
मेरे पास समय नहीं है।,Hindi,Haryanvi,"Haryana, India"
ध्यान से सुनो।,Hindi,Haryanvi,"Haryana, India"
क्या तुम्हें याद है?,Hindi,Haryanvi,"Haryana, India"
मैं ठीक हूँ।,Hindi,Haryanvi,"Haryana, India"
धन्यवाद।,Hindi,Haryanvi,"Haryana, India"
अच्छा लगा।,Hindi,Haryanvi,"Haryana, India"
कृपया ध्यान दो।,Hindi,Haryanvi,"Haryana, India"
यहाँ कौन है?,Hindi,Haryanvi,"Haryana, India"
आप कैसे हैं,Hindi,Bundeli,Central India
हम घर जा रहे हैं।,Hindi,Bundeli,Central India
खाना बन रहा है।,Hindi,Bundeli,Central India
कृपया माफ़ करें।,Hindi,Bundeli,Central India
वहाँ क्या हो रहा है?,Hindi,Bundeli,Central India
मुझे भूख लगी है।,Hindi,Bundeli,Central India
आपका नाम क्या है?,Hindi,Bundeli,Central India
हम यहाँ से जा रहे हैं।,Hindi,Bundeli,Central India
कहाँ जा रहे हो?,Hindi,Bundeli,Central India
आज मौसम बहुत अच्छा है।,Hindi,Bundeli,Central India
आप क्या कर रहे हैं?,Hindi,Bundeli,Central India
यह कितना है?,Hindi,Bundeli,Central India
मेरे पास समय नहीं है।,Hindi,Bundeli,Central India
ध्यान से सुनो।,Hindi,Bundeli,Central India
क्या तुम्हें याद है?,Hindi,Bundeli,Central India
मैं ठीक हूँ।,Hindi,Bundeli,Central India
धन्यवाद।,Hindi,Bundeli,Central India
अच्छा लगा।,Hindi,Bundeli,Central India
कृपया ध्यान दो।,Hindi,Bundeli,Central India
यहाँ कौन है?,Hindi,Bundeli,Central India
आप कैसे हैं,Hindi,Bagheli,"Madhya Pradesh, India"
हम घर जा रहे हैं,Hindi,Bagheli,"Madhya Pradesh, India"
खाना बन रहा है।,Hindi,Bagheli,"Madhya Pradesh, India"
कृपया माफ़ करो।,Hindi,Bagheli,"Madhya Pradesh, India"
वहाँ क्या हो रहा है,Hindi,Bagheli,"Madhya Pradesh, India"
मुझे भूख लगी है।,Hindi,Bagheli,"Madhya Pradesh, India"
आपका नाम क्या है?,Hindi,Bagheli,"Madhya Pradesh, India"
हम यहाँ से जा रहे हैं।,Hindi,Bagheli,"Madhya Pradesh, India"
कहाँ जा रहे हो?,Hindi,Bagheli,"Madhya Pradesh, India"
आज मौसम बहुत अच्छा है।,Hindi,Bagheli,"Madhya Pradesh, India"
आप क्या कर रहे हैं?,Hindi,Bagheli,"Madhya Pradesh, India"
यह कितना है?,Hindi,Bagheli,"Madhya Pradesh, India"
मेरे पास समय नहीं है।,Hindi,Bagheli,"Madhya Pradesh, India"
ध्यान से सुनो।,Hindi,Bagheli,"Madhya Pradesh, India"
क्या तुम्हें याद है?,Hindi,Bagheli,"Madhya Pradesh, India"
मैं ठीक हूँ।,Hindi,Bagheli,"Madhya Pradesh, India"
धन्यवाद।,Hindi,Bagheli,"Madhya Pradesh, India"
अच्छा लगा।,Hindi,Bagheli,"Madhya Pradesh, India"
कृपया ध्यान दो।,Hindi,Bagheli,"Madhya Pradesh, India"
यहाँ कौन है?,Hindi,Bagheli,"Madhya Pradesh, India"
तू कैसा है?,Hindi,Chhattisgarhi,"Chhattisgarh, India"
हम घर जा रहे हैं।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
खाना बन रहा है।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
कृपया माफ़ करो।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
वहाँ क्या हो रहा है?,Hindi,Chhattisgarhi,"Chhattisgarh, India"
मुझे भूख लगी है।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
तुम्हारा नाम क्या है?,Hindi,Chhattisgarhi,"Chhattisgarh, India"
हम यहाँ से जा रहे हैं।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
कहाँ जा रहे हो?,Hindi,Chhattisgarhi,"Chhattisgarh, India"
आज मौसम बहुत अच्छा है।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
तू क्या कर रहा है?,Hindi,Chhattisgarhi,"Chhattisgarh, India"
यह कितना है?,Hindi,Chhattisgarhi,"Chhattisgarh, India"
मेरे पास समय नहीं है।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
ध्यान से सुनो।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
क्या तुम्हें याद है?,Hindi,Chhattisgarhi,"Chhattisgarh, India"
मैं ठीक हूँ।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
धन्यवाद।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
अच्छा लगा।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
कृपया ध्यान दो।,Hindi,Chhattisgarhi,"Chhattisgarh, India"
यहाँ कौन है?,Hindi,Chhattisgarhi,"Chhattisgarh, India"
आप कैसे हैं,Hindi,Marwari,"Rajasthan, India"
हम घर जा रहे हैं।,Hindi,Marwari,"Rajasthan, India"
खाना बन रहा है।,Hindi,Marwari,"Rajasthan, India"
कृपया माफ़ करो।,Hindi,Marwari,"Rajasthan, India"
वहाँ क्या हो रहा है?,Hindi,Marwari,"Rajasthan, India"
मुझे भूख लगी है।,Hindi,Marwari,"Rajasthan, India"
तुम्हारा नाम क्या है?,Hindi,Marwari,"Rajasthan, India"
हम यहाँ से जा रहे हैं।,Hindi,Marwari,"Rajasthan, India"
कहाँ जा रहे हो?,Hindi,Marwari,"Rajasthan, India"
आज मौसम बहुत अच्छा है।,Hindi,Marwari,"Rajasthan, India"
तू क्या कर रहा है?,Hindi,Marwari,"Rajasthan, India"
यह कितना है?,Hindi,Marwari,"Rajasthan, India"
मेरे पास समय नहीं है।,Hindi,Marwari,"Rajasthan, India"
ध्यान से सुनो।,Hindi,Marwari,"Rajasthan, India"
क्या तुम्हें याद है?,Hindi,Marwari,"Rajasthan, India"
मैं ठीक हूँ।,Hindi,Marwari,"Rajasthan, India"
धन्यवाद।,Hindi,Marwari,"Rajasthan, India"
अच्छा लगा।,Hindi,Marwari,"Rajasthan, India"
कृपया ध्यान दो।,Hindi,Marwari,"Rajasthan, India"
यहाँ कौन है?,Hindi,Marwari,"Rajasthan, India"
आप कैसे हैं,Hindi,Kanauji,"Uttar Pradesh, India"
हम घर जा रहे हैं।,Hindi,Kanauji,"Uttar Pradesh, India"
खाना बन रहा है।,Hindi,Kanauji,"Uttar Pradesh, India"
कृपया माफ़ करें।,Hindi,Kanauji,"Uttar Pradesh, India"
वहाँ क्या हो रहा है?,Hindi,Kanauji,"Uttar Pradesh, India"
मुझे भूख लगी है।,Hindi,Kanauji,"Uttar Pradesh, India"
तुम्हारा नाम क्या है?,Hindi,Kanauji,"Uttar Pradesh, India"
हम यहाँ से जा रहे हैं।,Hindi,Kanauji,"Uttar Pradesh, India"
कहाँ जा रहे हो?,Hindi,Kanauji,"Uttar Pradesh, India"
आज मौसम बहुत अच्छा है।,Hindi,Kanauji,"Uttar Pradesh, India"
तू क्या कर रहा है?,Hindi,Kanauji,"Uttar Pradesh, India"
यह कितना है?,Hindi,Kanauji,"Uttar Pradesh, India"
मेरे पास समय नहीं है।,Hindi,Kanauji,"Uttar Pradesh, India"
ध्यान से सुनो।,Hindi,Kanauji,"Uttar Pradesh, India"
क्या तुम्हें याद है?,Hindi,Kanauji,"Uttar Pradesh, India"
मैं ठीक हूँ।,Hindi,Kanauji,"Uttar Pradesh, India"
धन्यवाद।,Hindi,Kanauji,"Uttar Pradesh, India"
अच्छा लगा।,Hindi,Kanauji,"Uttar Pradesh, India"
कृपया ध्यान दो।,Hindi,Kanauji,"Uttar Pradesh, India"
यहाँ कौन है?,Hindi,Kanauji,"Uttar Pradesh, India"
Come stai?,Italian,Tuscan,"Tuscany, Italy"
"Sto bene, grazie.",Italian,Tuscan,"Tuscany, Italy"
Che tempo fa oggi?,Italian,Tuscan,"Tuscany, Italy"
Dove si trova il bagno?,Italian,Tuscan,"Tuscany, Italy"
Quanto costa questo?,Italian,Tuscan,"Tuscany, Italy"
"Mi può dare un caffè, per favore?",Italian,Tuscan,"Tuscany, Italy"
Come ti chiami?,Italian,Tuscan,"Tuscany, Italy"
Vivo a Firenze.,Italian,Tuscan,"Tuscany, Italy"
A che ora è l'appuntamento?,Italian,Tuscan,"Tuscany, Italy"
"Mi può aiutare, per favore?",Italian,Tuscan,"Tuscany, Italy"
Ho bisogno di andare al supermercato.,Italian,Tuscan,"Tuscany, Italy"
Che ore sono?,Italian,Tuscan,"Tuscany, Italy"
Ho una riunione importante domani.,Italian,Tuscan,"Tuscany, Italy"
Dove si trova la stazione dei treni?,Italian,Tuscan,"Tuscany, Italy"
Qual è il tuo piatto preferito?,Italian,Tuscan,"Tuscany, Italy"
Come posso arrivare al museo?,Italian,Tuscan,"Tuscany, Italy"
Hai fratelli o sorelle?,Italian,Tuscan,"Tuscany, Italy"
Quando è il tuo compleanno?,Italian,Tuscan,"Tuscany, Italy"
Cosa ti piace fare nel tempo libero?,Italian,Tuscan,"Tuscany, Italy"
Puoi consigliarmi un buon ristorante?,Italian,Tuscan,"Tuscany, Italy"
Comu stai?,Italian,Sicilian,"Sicily, Italy"
"Stu beni, gràzzia.",Italian,Sicilian,"Sicily, Italy"
Comu è u tempu oggi?,Italian,Sicilian,"Sicily, Italy"
Unni si trova u baggnu?,Italian,Sicilian,"Sicily, Italy"
Quantu costa stu cosu?,Italian,Sicilian,"Sicily, Italy"
"Mi puoi dari un cafè, pi favuri?",Italian,Sicilian,"Sicily, Italy"
Comu ti chiami?,Italian,Sicilian,"Sicily, Italy"
Vìvi a Palermu.,Italian,Sicilian,"Sicily, Italy"
A chî ora è l'appuntamentu?,Italian,Sicilian,"Sicily, Italy"
"Mi puoi aiutari, pi favuri?",Italian,Sicilian,"Sicily, Italy"
M'occ'ia a andari ntô supermercatu.,Italian,Sicilian,"Sicily, Italy"
Quanti oris so?,Italian,Sicilian,"Sicily, Italy"
Aiu na riunione impurtanti dumani.,Italian,Sicilian,"Sicily, Italy"
Unni è a stazzione di lu trènu?,Italian,Sicilian,"Sicily, Italy"
Quali è lu piattu prisciusu?,Italian,Sicilian,"Sicily, Italy"
Comu pozzu arrivarri a lu musèu?,Italian,Sicilian,"Sicily, Italy"
Hai frati o sùri?,Italian,Sicilian,"Sicily, Italy"
Quannu è u to cumpleannu?,Italian,Sicilian,"Sicily, Italy"
Cosa ti piace fari nta to tempu liḍḍu?,Italian,Sicilian,"Sicily, Italy"
Mi puoi suggiriri un bonu ristoranti?,Italian,Sicilian,"Sicily, Italy"
Come te sta?,Italian,Venetian,"Veneto, Italy"
"Mi so ben, grasia.",Italian,Venetian,"Veneto, Italy"
Com'è el tempu stasera?,Italian,Venetian,"Veneto, Italy"
Do ghe xe 'l bagn?,Italian,Venetian,"Veneto, Italy"
Quanto costa sto coso qua?,Italian,Venetian,"Veneto, Italy"
"Me podes dar un cafè, per piaser?",Italian,Venetian,"Veneto, Italy"
Come te te ciami?,Italian,Venetian,"Veneto, Italy"
Vivi in Venesia.,Italian,Venetian,"Veneto, Italy"
A che ora gh'è l'appuntamento?,Italian,Venetian,"Veneto, Italy"
"Me podarìa jutar, per piaser?",Italian,Venetian,"Veneto, Italy"
Mi me vojo andar al supermercato.,Italian,Venetian,"Veneto, Italy"
Che ore xe?,Italian,Venetian,"Veneto, Italy"
Ho na riunion importante doman.,Italian,Venetian,"Veneto, Italy"
Dove xe 'l stazion dei treni?,Italian,Venetian,"Veneto, Italy"
Qual è el to piato preferìo?,Italian,Venetian,"Veneto, Italy"
Come posso arrivar al museo?,Italian,Venetian,"Veneto, Italy"
Te gh'à fradi o soreli?,Italian,Venetian,"Veneto, Italy"
Quand'è el to compleano?,Italian,Venetian,"Veneto, Italy"
Cossa te piase fà nel to tempìo liber?,Italian,Venetian,"Veneto, Italy"
Te podarìa consigliarme un bon ristorante?,Italian,Venetian,"Veneto, Italy"
Comme staje?,Italian,Neapolitan,"Campania, Italy"
"Sto' bbuono, grazie.",Italian,Neapolitan,"Campania, Italy"
Comme è 'o tiempo stasera?,Italian,Neapolitan,"Campania, Italy"
Ove sta 'o bagno?,Italian,Neapolitan,"Campania, Italy"
Quanto costa stu coso ccà?,Italian,Neapolitan,"Campania, Italy"
"M' 'o puoi da 'nu cafè, pe' favore?",Italian,Neapolitan,"Campania, Italy"
Comme te chiamme?,Italian,Neapolitan,"Campania, Italy"
Vivo a Napoli.,Italian,Neapolitan,"Campania, Italy"
A che ora è 'o appuntamento?,Italian,Neapolitan,"Campania, Italy"
"M' 'o puoi aiutà, pe' favore?",Italian,Neapolitan,"Campania, Italy"
M' 'o piglio a gira 'o supermercato.,Italian,Neapolitan,"Campania, Italy"
Che ore so'?,Italian,Neapolitan,"Campania, Italy"
Aggio 'nu riunione importante dò mane.,Italian,Neapolitan,"Campania, Italy"
Dov' 'è 'a stazione 'e treni?,Italian,Neapolitan,"Campania, Italy"
Qual' è 'o piatto tuo preferito?,Italian,Neapolitan,"Campania, Italy"
Comme faccio a arrivà a 'o museo?,Italian,Neapolitan,"Campania, Italy"
Ha' frati o sorelle?,Italian,Neapolitan,"Campania, Italy"
Quann' 'è 'o tuo compleanno?,Italian,Neapolitan,"Campania, Italy"
Cosa t' 'a piace fa' 'nzieme a' 'sti jurnate?,Italian,Neapolitan,"Campania, Italy"
Me puoi consiglià 'nu ristorante bbuono?,Italian,Neapolitan,"Campania, Italy"
Che c'hai da guardà?,Italian,Roman,"Rome, Italy"
"Oh, 'sto traffico è un disastro!",Italian,Roman,"Rome, Italy"
Che figata sta macchinaccia nuova!,Italian,Roman,"Rome, Italy"
"Famme un favore, metti giù 'sto telefono.",Italian,Roman,"Rome, Italy"
"Eh, ma chi te l'ha detto che è così?",Italian,Roman,"Rome, Italy"
"Va be', mo' ce penso io.",Italian,Roman,"Rome, Italy"
Se po' sapè pe' cortesia?,Italian,Roman,"Rome, Italy"
Ma che belle ste piazze a Roma!,Italian,Roman,"Rome, Italy"
Mo' te spiego io come stanno le cose.,Italian,Roman,"Rome, Italy"
"Me sa che oggi facciamo una pizza, che dici?",Italian,Roman,"Rome, Italy"
"C'hanno dato 'sta notizia de sto nuovo ristorante, dev'essere una bomba!",Italian,Roman,"Rome, Italy"
Ma che te sei impazzito?,Italian,Roman,"Rome, Italy"
Sto' qua a aspettà da 'na vita!,Italian,Roman,"Rome, Italy"
Che faccia 'sta gente!,Italian,Roman,"Rome, Italy"
"Che schifo sto posto, nun ce veno mai più.",Italian,Roman,"Rome, Italy"
"Vabbuo', te la dò vinta sta volta.",Italian,Roman,"Rome, Italy"
"Ahò, ma che c'hai da guarda'?",Italian,Roman,"Rome, Italy"
Ma che voj' di più dalla vita?,Italian,Roman,"Rome, Italy"
"Eh, chi t'ha da' 'na mano adesso?",Italian,Roman,"Rome, Italy"
"Me sto a fa' sto giro, m'arripiglio e torno.",Italian,Roman,"Rome, Italy"
Com'è stai?,Italian,Lombard,"Lombardy, Italy"
"Sei bon, grasia.",Italian,Lombard,"Lombardy, Italy"
Com'è el temp oggi?,Italian,Lombard,"Lombardy, Italy"
Dò 'l bagn l'è?,Italian,Lombard,"Lombardy, Italy"
Quanto costa sta roba quà?,Italian,Lombard,"Lombardy, Italy"
"Me podes dà un cafè, per piasè?",Italian,Lombard,"Lombardy, Italy"
Com'el t's chiama?,Italian,Lombard,"Lombardy, Italy"
Vivo a Milano,Italian,Lombard,"Lombardy, Italy"
A che or l'appuntament?,Italian,Lombard,"Lombardy, Italy"
"Me podes aiutà, per piasè?",Italian,Lombard,"Lombardy, Italy"
Me 'ndov ghe vojo andà al supermercat?,Italian,Lombard,"Lombardy, Italy"
Che ore so?,Italian,Lombard,"Lombardy, Italy"
Gò 'na riunión important doman.,Italian,Lombard,"Lombardy, Italy"
Indò 'l stazion de tren se trova?,Italian,Lombard,"Lombardy, Italy"
Quel 'l t' piass de piatt priffarì?,Italian,Lombard,"Lombardy, Italy"
Com'è che se po arrivà a 'l muse?,Italian,Lombard,"Lombardy, Italy"
T'as fradèl o sorel?,Italian,Lombard,"Lombardy, Italy"
Quand 'l t'è 'l tò compleanni?,Italian,Lombard,"Lombardy, Italy"
Coss t'agrad fas in temp líber?,Italian,Lombard,"Lombardy, Italy"
Me podes consiglià un bòn ristorant?,Italian,Lombard,"Lombardy, Italy"
Comente si estis?,Italian,Sardinian,"Sardinia, Italy"
"Beni, gràtzias.",Italian,Sardinian,"Sardinia, Italy"
Comente est su tempus oe?,Italian,Sardinian,"Sardinia, Italy"
Dov' est su bagno?,Italian,Sardinian,"Sardinia, Italy"
Cántu custat custu cosa?,Italian,Sardinian,"Sardinia, Italy"
"Mi podis donare unu caffè, per piadu?",Italian,Sardinian,"Sardinia, Italy"
Comente ti chiames?,Italian,Sardinian,"Sardinia, Italy"
Bibu a Cagliari.,Italian,Sardinian,"Sardinia, Italy"
